full_text,id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,source,target
EH KOCAK.. COBA LU BELAH DADA GUA.. DAN LU LIAT ISINYA APAAN.. ISINYA WONPIL.. ITU ARTINYA GUA CINTA WONPIL.. KIM WONPIL TILL I DIE.. PAHAM LU #DAY6_FOREVER_YOUNG_BALI #DAY6inBali #데이식스 #원필 https://t.co/qCDe4XI835,1.84902192103756E+018,2024-10-23 09:35:53+00:00,luckyshownu,8.92289722013305E+017,in,,2,0,1,6,https://x.com/luckyshownu/status/1849021921037566093,,0,luckyshownu,
bangga banget jadi bagian forever young surabaya yaa tim cat a (aspal) alias ngemper #Day6inSurabaya #day6inSBY #Day6_Forever_Young_Surabaya #DAY6_3RD_WORLDTOUR @day6official https://t.co/l0J67s59uF,1.84902346855536E+018,2024-10-23 09:42:02+00:00,ellganeth,1378901450,in,,0,0,0,1,https://x.com/ellganeth/status/1849023468555362564,day6official,1,ellganeth,day6official
Here's my participation for Fan Video Project Forever Young Jakarta sugoheso juga buat all team dan semua yang terlibat kalian luar biasaaa Jangan lupa nonton fullnya di youtube DFI!! #day6fanart #데이식스 #DAY6_FOREVER_YOUNG_Indonesia #DAY6_3RD_WORLDTOUR https://t.co/05XuE5ZLsO,1.8490295741073E+018,2024-10-23 10:06:18+00:00,lemonia79,170241795,in,Fanartsonthreadorcheckmyig➪,1,4,12,31,https://x.com/lemonia79/status/1849029574107304358,,0,lemonia79,
Berita konser DAY6 Indonesia Tour sampe ke korea. Wiiiiih,1.84904466188702E+018,2024-10-23 11:06:15+00:00,dsyandarini,121308991,in,"Jakarta, Indonesia",0,0,0,0,https://x.com/dsyandarini/status/1849044661887021524,,0,dsyandarini,
Please ya Day6 next konser Di Indonesia Arena aja plis... Kalo NCT Dream levelnya uda di GBK ya jadi kek next mau ke venue lebih kecil mereka pasti kek gimana ya... Tp hampir semua review Suka Indonesia Arena...,1.84904848484408E+018,2024-10-23 11:21:27+00:00,Nieza_Styles,2384292036,in,Yogyakarta,0,0,0,0,https://x.com/Nieza_Styles/status/1849048484844089484,,0,Nieza_Styles,
@foureverdaysix Iya album wehhh ini day6 udah konser indonesia tour. Album fourever blm dkrm2 ,1.84905779493646E+018,2024-10-23 11:58:26+00:00,niellsszz_,1.69715139258104E+018,in,,0,0,6,79,https://x.com/niellsszz_/status/1849057794936467475,foureverdaysix,1,niellsszz_,foureverdaysix
Kalau gak boleh angkat tangan pas bagian ini kita semua harus apa dong? Masa angkat derajat keluarga :( #DAY6_3RD_WORLDTOUR #DAY6ForeverYoung https://t.co/SsuhsGeyU6,1.849062650657E+018,2024-10-23 12:17:44+00:00,Dynawawaw,234687782,in,MX - Lone Ranger 0:19,0,1,0,0,https://x.com/Dynawawaw/status/1849062650657014035,,0,Dynawawaw,
20241019 ketemu fancam ini sungjin ngeliat mydays warm banget feels like a hug kalo diliat dia tuh #DAY6_3RD_WORLDTOUR #DAY6inJAKARTA #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/H2MLe2Ur1W,1.84907029881524E+018,2024-10-23 12:48:07+00:00,jaebeomsfrhead,9.82894552934525E+017,in,Ahgase nest,1,0,0,0,https://x.com/jaebeomsfrhead/status/1849070298815250593,,0,jaebeomsfrhead,
@day6official Salah satu part ter HAPPYY bisa karaokean bareng ribuan myday Mana dikasih lirik romanji #DAY6_3RD_WORLDTOUR #DAY6_Forever_Young_Jakarta #Day6inJakarta https://t.co/dFbrsggS2E,1.8490746195061E+018,2024-10-23 13:05:18+00:00,DeclareStay,1.26014175301891E+018,in,,0,1,0,0,https://x.com/DeclareStay/status/1849074619506110668,day6official,1,DeclareStay,day6official
@day6official Kalo ini karaokean yang di iringi langsung sama mas mas @day6official #DAY6_3RD_WORLDTOUR #DAY6_Forever_Young_Jakarta #Day6inJakarta https://t.co/uNHmPCH0el,1.84907704971948E+018,2024-10-23 13:14:57+00:00,DeclareStay,1.26014175301891E+018,in,,0,1,0,0,https://x.com/DeclareStay/status/1849077049719484532,"day6official,day6official",2,DeclareStay,day6official
Babak 1: Pertanyaan day6 konser di 3 kota di indonesia. Dimanakah kota tersebut?,1.84907962312177E+018,2024-10-23 13:25:11+00:00,KW0NPIL,2892683286,in,SND — dm for fast respon,0,13,0,0,https://x.com/KW0NPIL/status/1849079623121781026,,0,KW0NPIL,
@day6official Bonussss... Mau liatin youngk tapi sungjin mengintai terooosss #DAY6_3RD_WORLDTOUR #DAY6_Forever_Young_Jakarta #Day6inJakarta https://t.co/KQaQCV9UUc,1.84907989373853E+018,2024-10-23 13:26:15+00:00,DeclareStay,1.26014175301891E+018,in,,0,0,0,1,https://x.com/DeclareStay/status/1849079893738533119,day6official,1,DeclareStay,day6official
Hiii yang mau cetak polaroid foto kalian pas di konser day6 bisa banget yaa. Kalian bisa CO via oren gratong loh Yuk yg berminat bisa langsung co di link https://t.co/NY35pOiYFR #DAY6_3RD_WORLDTOUR #DAY6inJakarta #DAY6_FOREVER_YOUNG_INDONESIA #DAY6Concert #CetakPolaroid,1.84908116827849E+018,2024-10-23 13:31:19+00:00,auliaaffii,1.66061640381956E+018,in,,0,0,3,2,https://x.com/auliaaffii/status/1849081168278495484,,0,auliaaffii,
Thank you Forever Young in Jakarta Day 1&amp;2!!️ Happy banget bisa ketemu sama moots ketemu temen lama yg udah lama ga ketemu juga terus dapet temen baru juga So thrilled to meet you guys hihi see youuu! #DAY6_FOREVER_YOUNG_Indonesia #DAY6_FOREVER_YOUNG_Jakarta https://t.co/n6LqyldJFC,1.84908619589423E+018,2024-10-23 13:51:18+00:00,vitaprs,71485554,in,multifandom🌤,0,1,2,12,https://x.com/vitaprs/status/1849086195894231254,,0,vitaprs,
Ga bakat jadi masternim soalnya anaknya ga bisa diem #DAY6_3RD_WORLDTOUR #DAY6_Forever_Young_Jakarta #DAY6inJakarta #DAY6 #Band_Aid https://t.co/dUGdUlaESo,1.84908636493725E+018,2024-10-23 13:51:58+00:00,clownchakras,1.47943511821309E+018,in,1996,0,0,0,0,https://x.com/clownchakras/status/1849086364937257432,,0,clownchakras,
Sudah rindu 241020 #영케이 #YoungK #DAY6inJakarta #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/Pd8NNiUEny,1.8490899773068E+018,2024-10-23 14:06:19+00:00,younghyeoni_,1.07357359827784E+018,in,,0,0,0,0,https://x.com/younghyeoni_/status/1849089977306804673,,0,younghyeoni_,
What chu doing wae wae wae #DAY6_Forever_Young_Jakarta https://t.co/YCcbUBcRWq,1.84909210230899E+018,2024-10-23 14:14:46+00:00,kyeranhan,1.38748796680991E+018,in,"DKI Jakarta, Indonesia",0,0,0,0,https://x.com/kyeranhan/status/1849092102309007523,,0,kyeranhan,
Beberapa hasil jepretan sndiri yang menurut ku lmnyn lah wokwowkowk #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_Jakarta https://t.co/3OcTnGxjLF,1.849096540172E+018,2024-10-23 14:32:24+00:00,xxprwie,1354954832,in,,0,2,0,0,https://x.com/xxprwie/status/1849096540172009713,,0,xxprwie,
241019 Wooo ooo woooo ooo mulut dowoon lucu banget wkwkwk #day6 #jakarta #DAY6 #데이식스 #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_Indonesia https://t.co/TBWHYe02Sz,1.84909918819968E+018,2024-10-23 14:42:55+00:00,marizkay,100740891,in,"Jakarta Capital Region, Indone",0,0,0,0,https://x.com/marizkay/status/1849099188199682323,,0,marizkay,
Apa yg kita lakukan saat itu blm tentu moment &amp; rasanya akan terasa sm jika dilakukan lg. wlpn di tempat &amp; dengan org yg sama. Terima kasih untk moment indahnya sehat-sehat Day6 &amp; Myday. Mari kita bertemu lg dengan membuat moment indah lainnya #DAY6_Forever_Young_Surabaya https://t.co/sFZUWFjItF,1.84911843048357E+018,2024-10-23 15:59:23+00:00,FebyTandrian,1243806948,in,,1,1,0,1,https://x.com/FebyTandrian/status/1849118430483587511,,0,FebyTandrian,
Best Part maaf baru post sekarang soalnya BARU SEMPET @day6official #DAY6_Forever_Young_Surabaya #Day6inSurabaya #DAY6_3RD_WORLDTOUR https://t.co/udAJPgUrl4,1.84912323337699E+018,2024-10-23 16:18:28+00:00,daengnyangjeu,515374168,in,97 - 민원rps,0,0,0,0,https://x.com/daengnyangjeu/status/1849123233377001735,day6official,1,daengnyangjeu,day6official
241019 Si paling demen eye contact sama semua section #day6 #jakarta #DAY6 #데이식스 #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_Indonesia https://t.co/KStmWuwuNF,1.84912328583088E+018,2024-10-23 16:18:41+00:00,marizkay,100740891,in,"Jakarta Capital Region, Indone",0,0,0,0,https://x.com/marizkay/status/1849123285830889777,,0,marizkay,
Bbrp momen gemes di konser Day1 #DAY6_FOREVER_YOUNG_Jakarta Baru sadar ga byak foto krn trlalu fokus fancam https://t.co/TFFqqHFL3w,1.84912826643692E+018,2024-10-23 16:38:28+00:00,millsmileee,247234879,in,Indonesia,0,1,0,0,https://x.com/millsmileee/status/1849128266436923508,,0,millsmileee,
241019 Dowoon Ment ️ Ada fanboy yg teriak manggil Dowoon terus dia jawabnya sambil teriak juga wkwkwk semua yg dilakuin Dowoon tuh selalu gemesinnn #DAY6 #데이식스 #DAY6_3RD_WORLDTOUR #FOREVER_YOUNG #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/sE2eCoTJeU,1.84914049677151E+018,2024-10-23 17:27:04+00:00,calista_sthd,1.00498027379089E+018,in,,0,0,0,1,https://x.com/calista_sthd/status/1849140496771514700,,0,calista_sthd,
KALIAN KUAT LIAT INI? KOK AKU GILA YA!? #YOUNGK #DAY6_FOREVER_YOUNG_JAKARTA #DAY6inJAKARTA #DAY6 #데이식스 https://t.co/a4LWcJ0O8E,1.84914147869999E+018,2024-10-23 17:30:58+00:00,hannahzooah,1.48044483680091E+018,in,,0,0,0,2,https://x.com/hannahzooah/status/1849141478699999697,,0,hannahzooah,
riil meng ndud #영케이 #YoungK #DAY6inJakarta #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/robuSBpNsk,1.84914167446921E+018,2024-10-23 17:31:45+00:00,3saosracha,1.30193886468929E+018,in,TS ; day6 – eaJ ; skz ; svt ,0,0,1,1,https://x.com/3saosracha/status/1849141674469216519,,0,3saosracha,
241016 I Loved You fancam amatiran banyak ngeblur ga fokusnya yah #DAY6_FOREVER_YOUNG_Surabaya #DAY6inSBY #DAY6 #데이식스 https://t.co/EnA3rgG5LN,1.84914539749281E+018,2024-10-23 17:46:32+00:00,bblueholic,1.51340040806846E+018,in,,1,0,0,1,https://x.com/bblueholic/status/1849145397492826535,,0,bblueholic,
241019 Wonpil Ment ️ Wonpil nyuruh My Day bahagia &amp; selalu nyebut bahagia pake Bahasa Indo awww our sweet &amp; soft boy #DAY6 #데이식스 #DAY6_3RD_WORLDTOUR #FOREVER_YOUNG #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/lLmOlhHDZn,1.84914548324526E+018,2024-10-23 17:46:53+00:00,calista_sthd,1.00498027379089E+018,in,,0,0,0,0,https://x.com/calista_sthd/status/1849145483245265282,,0,calista_sthd,
241019 Sungjin Ment ️ Ekspresi Sungjin pas kaget denger My Day teriak &amp; nyuruh My Day supaya tenang gemes bgt Young K &amp; Dowoon malah ngomporin My Day biar teriakin Sungjin lebih kenceng lagi #DAY6 #데이식스 #DAY6_3RD_WORLDTOUR #FOREVER_YOUNG #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/nmNN6OCpEZ,1.84914857953922E+018,2024-10-23 17:59:11+00:00,calista_sthd,1.00498027379089E+018,in,,0,0,0,1,https://x.com/calista_sthd/status/1849148579539235031,,0,calista_sthd,
YA ALLAH PIL SAMAAN Tadi malem ngimpiin ada lagi konser day6 di Indonesia Arena pake stage 360° ,1.84914865340091E+018,2024-10-23 17:59:29+00:00,babseonsaeng,1.35428818594621E+018,in,241013,0,0,0,0,https://x.com/babseonsaeng/status/1849148653400912281,,0,babseonsaeng,
241019 Young K Ment + Photo Time ️ Lagi2 Young K minta staff periksa My Day yg mau pingsan Gemes bgt tiap dia niruin translatornya &amp; pas ngajakin foto pake Bahasa Indo #DAY6 #데이식스 #DAY6_3RD_WORLDTOUR #FOREVER_YOUNG #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/WfYgKrtjzH,1.84915480663365E+018,2024-10-23 18:23:56+00:00,calista_sthd,1.00498027379089E+018,in,,0,0,4,3,https://x.com/calista_sthd/status/1849154806633664856,,0,calista_sthd,
Secuil kenang kenangan forever young kemarin temanya flower karena lagi berbunga bunga soalnya ketemu mas bri #DAY6_FOREVER_YOUNG_Indonesia #DAY6_FOREVER_YOUNG_JAKARTA #DAY6inJAKARTA #DAY6_3RD_WORLDTOUR #MyDay #Mydaynesia https://t.co/yZ8YXtrdQh,1.84915666296124E+018,2024-10-23 18:31:18+00:00,HooneyRose0529,9.23877289997229E+017,in,,0,0,0,1,https://x.com/HooneyRose0529/status/1849156662961246389,,0,HooneyRose0529,
semoga soon day6 kalo konser bisa ke seluruh indonesia yaa wkwkk ~ biar yg di luar pulau jawaa tidak begitu berat di ongkos haha ,1.84917928484341E+018,2024-10-23 20:01:12+00:00,titaaekas,224620551,in,MYDAY 🐣,0,0,0,0,https://x.com/titaaekas/status/1849179284843422045,,0,titaaekas,
Kangen banget sama Young K rap di Congratulations. ️ Full: https://t.co/8aCZcIgMLO #Sungjin #YoungK #Wonpil #Dowoon #DAY6 #DAY6inJKT #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_Jakarta https://t.co/0uQAOyenZd,1.84924543358515E+018,2024-10-24 00:24:03+00:00,detii0730,102844413,in,Indonesia,1,1,0,3,https://x.com/detii0730/status/1849245433585164679,,0,detii0730,
241016 #데이식스 #원필 Surabaya beautiful #DAY6_FOREVER_YOUNG_SURABAYA #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_INDONESIA https://t.co/1gNkbVyXje,1.84928697184967E+018,2024-10-24 03:09:06+00:00,yongkfox,159489207,in,,0,1,0,0,https://x.com/yongkfox/status/1849286971849683029,,0,yongkfox,
@dowoonigiri Haloo makasih udah buat GA ini. Doaku buat day6 semoga mereka selalu bahagia dalam bermusik dikelilingi orang baik makin banyak yang kenal mereka punya fans yg baik loyal dan dewasa dan soon bisa konser di indonesia arena selama 3 hari,1.84929810258868E+018,2024-10-24 03:53:20+00:00,wontfeeldown,1.79780771370096E+018,in,,0,0,0,0,https://x.com/wontfeeldown/status/1849298102588699029,dowoonigiri,1,wontfeeldown,dowoonigiri
dua pilar kitaa 241020 #YoungK #SUNGJIN #DAY6 #데이식스 #DAY6inJAKARTA #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/SSwbQI0voQ,1.84929977479894E+018,2024-10-24 03:59:59+00:00,tyyaaannnn,1.23088233050125E+018,in,Waktu Indonesia Timur,0,0,0,0,https://x.com/tyyaaannnn/status/1849299774798954691,,0,tyyaaannnn,
 KPOP Siapa yang kemarin nonton konser DAY6 di Indonesia? Gimana tanggapan kalian? Gue ngerasa emang mereka keren banget sih itu band isinya musisi-musisi pintar dan talented banget. Jarang ada band yang isinya vokalis semua kecuali si drummer nya. (cont),1.84930203691303E+018,2024-10-24 04:08:58+00:00,tanyakanrl,1.33165055951899E+018,in,Indonesia,0,1,0,4,https://x.com/tanyakanrl/status/1849302036913049700,,0,tanyakanrl,
@dowoonigiri Thank you GA nya kak semoga day6 makin sukses sehat dan bahagia selalu &amp; day6 next bisa konser di 38 provinsi di Indonesia amiin,1.8493072437052E+018,2024-10-24 04:29:40+00:00,bbirongstrong,1.33377989289523E+018,in,,0,0,0,0,https://x.com/bbirongstrong/status/1849307243705200922,dowoonigiri,1,bbirongstrong,dowoonigiri
@niellsszz_ Semoga day6 bisa cepet dateng lagi ke Indonesia konser di 38 provinsi https://t.co/dfLSpBTAjr,1.84930874056418E+018,2024-10-24 04:35:36+00:00,bbirongstrong,1.33377989289523E+018,in,,0,0,0,0,https://x.com/bbirongstrong/status/1849308740564197783,niellsszz_,1,bbirongstrong,niellsszz_
guys kan kemarin aku sempet fotoin confettinya feel free to save atau dijadiin lock screen juga boleh tapi semoga ga ada yang ngeclaim hak milik ya hehe :D #DAY6inJAKARTA #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_Indonesia https://t.co/lD3OXNuYMg,1.84931119624953E+018,2024-10-24 04:45:22+00:00,cosmayu,7.6820865875684E+017,in,241020,2,6,76,354,https://x.com/cosmayu/status/1849311196249538944,,0,cosmayu,
241019 Ment ️ Young K nyuruh Sungjin ngelakuin Scream Check buat semua area sebelum mereka perform lagu Welcome to the Show #DAY6 #데이식스 #DAY6_3RD_WORLDTOUR #FOREVER_YOUNG #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/exh5KkmUFN,1.84931248378307E+018,2024-10-24 04:50:29+00:00,calista_sthd,1.00498027379089E+018,in,,0,0,0,2,https://x.com/calista_sthd/status/1849312483783086272,,0,calista_sthd,
241020 ㅡ DAY6 WORLD TOUR &lt;FOREVER YOUNG&gt; IN JAKARTA SOUNDCHECK DAY 2 Seminggu di Indonesia alhamdulillah semakin sehat dan berisi #영케이 #YoungK #DAY6 #데이식스 #DAY6inJKT #DAY6inJakarta #DAY6_FOREVER_YOUNG_Indonesia #DAY6_FOREVER_YOUNG_Jakarta https://t.co/amLbi9z33t,1.84931795178846E+018,2024-10-24 05:12:13+00:00,vitaprs,71485554,in,multifandom🌤,1,0,5,14,https://x.com/vitaprs/status/1849317951788462315,,0,vitaprs,
241019 #도운 #원필 #성진 Suka sama part welcome to the show ini soalnya drumnya Dowoon tak ces ces dukdududukdududuk #DAY6_FOREVER_YOUNG_Jakarta https://t.co/LwPMr1H9Wf,1.84931990964758E+018,2024-10-24 05:19:59+00:00,babydoun_at,1.21436849892047E+018,in,selective,0,0,0,3,https://x.com/babydoun_at/status/1849319909647598072,,0,babydoun_at,
241019 Ending Ment ️ Sungjin udah nungguin translatornya buat translatein tapi malah diem aja akhirnya dia langsung lanjutin sendiri bilang terima kasih Bowing + dadah2nya gemes bgttt #DAY6 #데이식스 #DAY6_3RD_WORLDTOUR #FOREVER_YOUNG #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/2LjD372zxz,1.84932199444319E+018,2024-10-24 05:28:16+00:00,calista_sthd,1.00498027379089E+018,in,,0,0,0,1,https://x.com/calista_sthd/status/1849321994443190397,,0,calista_sthd,
iseng meskipun fancamku tidak HD dan banyak tremornya #DAY6_FOREVER_YOUNG_Bali #ParkSungjin https://t.co/CUxzVKDiku,1.84932412306507E+018,2024-10-24 05:36:44+00:00,casaneid,1.28220940573636E+018,in,🇮🇩,0,1,5,10,https://x.com/casaneid/status/1849324123065074040,,0,casaneid,
lihat tuan muda kita centil sekali #DAY6injkt #DAY6_FOREVER_YOUNG_JAKARTA #day6injakarta #DAY6 #데이식스 #wonpil #kimwonpil #원필 https://t.co/Lew8uCzLCc,1.84932708873574E+018,2024-10-24 05:48:31+00:00,chaechatime,8.76827943288176E+017,in,🎪ID-EN-KR,0,0,0,0,https://x.com/chaechatime/status/1849327088735756778,,0,chaechatime,
241019 #원필 forever young jakarta wp: 2 3 floor gini ya? bener ya? gw: benerr wp: *lirik* gw: iyah wp: ok wkkwkwkw #DAY6 #데이식스 #wonpil #DAY6_FOREVER_YOUNG_Indonesia https://t.co/MiIerbAFE2,1.84933461861851E+018,2024-10-24 06:18:26+00:00,wonpilsitompul,7.20800541509422E+017,in,21 INTP,0,0,1,6,https://x.com/wonpilsitompul/status/1849334618618511625,,0,wonpilsitompul,
@niellsszz_ Hai kakk! Aku ikutan yaah doa buat member DAY6..... semoga dgn rangkaian konser forever young kmrn di Indonesia papah Sungjin mas YoungK abang Wonpil dd Dowoon bisa makin bahagia dan makin sayang sama MYDAYNESIA️️ ditunggu balik ke Indo lagi untuk encore️ https://t.co/gl6HspweWG,1.84934056852842E+018,2024-10-24 06:42:05+00:00,gwiyeounbojogae,1.3981693928615E+018,in,,0,0,0,0,https://x.com/gwiyeounbojogae/status/1849340568528420986,niellsszz_,1,gwiyeounbojogae,niellsszz_
buat warga purple B day 2 di barricade silahkan di save foto nyaaa karena aku pun juga lupa nge airdrop pas disitu #DAY6_FOREVER_YOUNG_Jakarta,1.84934843801995E+018,2024-10-24 07:13:21+00:00,ayahyungg,1335693656,in,she-her,0,0,0,0,https://x.com/ayahyungg/status/1849348438019953035,,0,ayahyungg,
[241019] DAY6 FOREVER YOUNG in JAKARTA DOWOON Dan kau hadir....merubah segala nya Menjadi lebih indah #DAY6_3RD_WORLDTOUR #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/cS0wGtk988,1.84935781483087E+018,2024-10-24 07:50:37+00:00,dsyandarini,121308991,in,"Jakarta, Indonesia",0,0,0,1,https://x.com/dsyandarini/status/1849357814830870908,,0,dsyandarini,
@sunkissedpluto @bbirongstrong Semoga kita semua diberi sehat banyak rezeki dan dikasih waktu luang ketika ada konser day6 di Indonesia Jd semuanya ikut nonton Izin ikutt yaaa Thankyouu for the GA!!,1.8493628691352E+018,2024-10-24 08:10:42+00:00,mrshanbaobao,535936537,in,surabaya,0,0,0,0,https://x.com/mrshanbaobao/status/1849362869135212896,"sunkissedpluto,bbirongstrong",2,mrshanbaobao,sunkissedpluto
@niellsszz_ Izin ikutan ya kak aku belum punya album Day6 Aku ga nonton konser kemarin aku nontonnya pas Saranghaeyo Indonesia. Semoga mereka sering2 dateng &amp; konser lagi di Indonesia dan aku bisa nonton konser mereka. Aamiin https://t.co/6JfaOxJVQ1,1.84937846453482E+018,2024-10-24 09:12:40+00:00,revousme,1399639376,in,,0,0,0,0,https://x.com/revousme/status/1849378464534823119,niellsszz_,1,revousme,niellsszz_
241019 #DAY6_FOREVER_YOUNG_JAKARTA DAY 1 Park Sungjin dan 1001 ekspresi ajaibnya #DAY6inJAKARTA #DAY6_3RD_WORLDTOUR #DAY6 #데이식스 #성진 https://t.co/mJFRUd2Ih4,1.84937871897388E+018,2024-10-24 09:13:41+00:00,kkepiriya,1.29286176513961E+018,in,,0,0,0,1,https://x.com/kkepiriya/status/1849378718973882553,,0,kkepiriya,
join myday choir 2024 ga begitu kedengeran tapi gapapa lah #DAY6_FOREVER_YOUNG_Surabaya #DAY6inSBY #DAY6 #데이식스 https://t.co/ODNMprUJ1O,1.84938025095184E+018,2024-10-24 09:19:46+00:00,bblueholic,1.51340040806846E+018,in,,1,0,1,3,https://x.com/bblueholic/status/1849380250951847992,,0,bblueholic,
perjalanan bocil bocil bertemu bapaknya! #DAY6_FOREVER_YOUNG_Jakarta #DAY6_FOREVER_YOUNG_Indonesia https://t.co/MaMECQg4iZ,1.8493862202559E+018,2024-10-24 09:43:29+00:00,dkdhkfl,3297599234,in,,0,0,0,0,https://x.com/dkdhkfl/status/1849386220255916400,,0,dkdhkfl,
Kongchuu Congratulations #DAY6 #데이식스 #DAY6inJAKARTA #DAY6_FOREVER_YOUNG_JAKARTA https://t.co/TGeaxba7RN,1.84938802552629E+018,2024-10-24 09:50:39+00:00,adorleeyr,562648865,in,,1,0,0,0,https://x.com/adorleeyr/status/1849388025526300777,,0,adorleeyr,
@niellsszz_ Semoga day6 selalu sukses selalu sehat dan bisa konser ke Indonesia lagi (terutama ke Surabaya) aku mau nonton juga dan ketemu mereka (terutama wonpil) https://t.co/vbPVNe8M8f,1.84938897883698E+018,2024-10-24 09:54:27+00:00,DeaRania2,1.43041022275807E+018,in,,0,0,0,0,https://x.com/DeaRania2/status/1849388978836996480,niellsszz_,1,DeaRania2,niellsszz_
@sunkissedpluto semoga day6 selalu bareng-bareng terus sampai mereka udah punya anak-cucu dan semoga lebih sering ngadain konser di Indonesia dengan harga tiket yang murah (aamin ya Allah),1.84940204932853E+018,2024-10-24 10:46:23+00:00,cewekmomo,1.61519241748088E+018,in,,0,0,0,0,https://x.com/cewekmomo/status/1849402049328542130,sunkissedpluto,1,cewekmomo,sunkissedpluto
Baru ngeh saking happy nya youngk sampe goyang2 macem dangdutan asek asek jossss #DAY6_3RD_WORLDTOUR #DAY6_Forever_Young_Jakarta #DAY6inJakarta #데이식스 #DAY6 https://t.co/RFWCkXjMPM,1.84941124757557E+018,2024-10-24 11:22:56+00:00,cupfuckincake,7.37467139548814E+017,in,"Jakarta Capital Region, Indone",0,0,0,1,https://x.com/cupfuckincake/status/1849411247575585000,,0,cupfuckincake,
Kesibukan DAY6 di satu video: - keyboard geprek wonpil - dowoon gebuk drum pake semangat bung tomo - alih fungsi ricky sbg pemukul simbal oleh youngk - sungjin lempar pick gitar #DAY6inSBY #DAY6 #데이식스 #DAY6inSurabaya #DAY6_3RD_WORLDTOUR_INDONESIA #DAY6_Forever_Young_Surabaya https://t.co/X30Mp8Z1h9,1.84941295220366E+018,2024-10-24 11:29:42+00:00,myouphoria,1.16071246260319E+018,in,Caratland,0,0,0,5,https://x.com/myouphoria/status/1849412952203665734,,0,myouphoria,
Lapak apresiasi dari akun Magnaeum untuk semua Mydaynesia yang membuat tanggal 16 Oktober 2024 semakin bermakna ️‍ #DAY6_FOREVER_YOUNG_Surabaya,1.84942553772034E+018,2024-10-24 12:19:43+00:00,Magnaeum,501477338,in,62,1,1,0,2,https://x.com/Magnaeum/status/1849425537720352802,,0,Magnaeum,
Selalu happy klo liat foto sungjin No watermarks. Feel free to save ~ #DAY6_3RD_WORLDTOUR #SUNGJIN #DAY6inJAKARTA #성진 #DAY6_FOREVER_YOUNG_JAKARTA #DAy6_FOREVER_YOUNG https://t.co/MOEUumVxw2,1.84942975453931E+018,2024-10-24 12:36:28+00:00,bocilsungjin,126581549,in,"Jakarta, Indonesia",0,0,0,0,https://x.com/bocilsungjin/status/1849429754539315380,,0,bocilsungjin,
Gebukan Dowoon kerennya kebangetan #DAY6_3RD_WORLDTOUR #day6_forever_young_jakarta https://t.co/jHNNrf8Yaz,1.84943621716487E+018,2024-10-24 13:02:09+00:00,fikrispecs,140032988,in,,0,0,0,2,https://x.com/fikrispecs/status/1849436217164886374,,0,fikrispecs,
WONPIL + YOUNGK #DAY6_3RD_WORLDTOUR #day6_forever_young_jakarta https://t.co/iyVOHJyKHc,1.84943941540975E+018,2024-10-24 13:14:52+00:00,fikrispecs,140032988,in,,0,0,0,0,https://x.com/fikrispecs/status/1849439415409754172,,0,fikrispecs,
Video Jawaban Promotor Terkait Evaluasi dari My Day soal Konser DAY6 https://t.co/fzJ06EsTS1,1.84944188210925E+018,2024-10-24 13:24:40+00:00,20detik,598959076,in,JKT-INA,363,6,194,313,https://x.com/20detik/status/1849441882109259862,,0,20detik,
Dalam rangka PCD berat konser Day6 Jakarta aku mau lanjut upload fancam2nya. Kalo day 1 temenku yg biasa nonton bareng gajadi trade day 2 krn dia gabisa cuti senennya hpnya juga ngedukung bagus #DAY6_3RD_WORLDTOUR #DAY6_Forever_Young_Jakarta #DAY6inJakarta #데이식스 #DAY6 https://t.co/GoBDUU9jyl,1.84945205440798E+018,2024-10-24 14:05:05+00:00,alyfbe,219884091,in,Indonesia,0,2,0,3,https://x.com/alyfbe/status/1849452054407987403,,0,alyfbe,
Hahahahhahah bagus banget eaJ mau ke Indo lagi terutama Bandung. Day6 tertarik konser di kota lain di Indonesia lagi hahahaha seru bgtt (Tertawa sambil menangis) https://t.co/e4YMY1WbAm,1.84945831693171E+018,2024-10-24 14:29:58+00:00,frommelodyy,1922812386,in,Indonesia,0,0,0,0,https://x.com/frommelodyy/status/1849458316931727785,,0,frommelodyy,
